"longitude","latitude","estado","historico_inicio","monitor_inicio","ultima_quebra","ultima_magnitude","n_alertas"
-44.7858229001282,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9672626362843,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9671728047559,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9670829732275,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9669931416991,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9669033101707,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9668134786422,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9667236471138,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9666338155854,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.966543984057,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9664541525286,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9663643210002,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9657355003013,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7858229001282,-20.9656456687729,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9701372451935,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.969598256023,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9695084244946,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9694185929662,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9690592668525,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9689694353241,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9688796037957,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9687897722673,"RECALIBRANDO",2026-08-03,NA,2026-08-02,0.145915227091489,1
-44.7857330685998,-20.9686999407389,"RECALIBRANDO",2026-08-03,NA,2026-08-02,0.158838954040949,1
-44.7857330685998,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9672626362843,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9671728047559,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9670829732275,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9669931416991,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9669033101707,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9668134786422,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9667236471138,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9666338155854,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.966543984057,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9664541525286,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9663643210002,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9662744894718,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9660049948865,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9659151633581,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9658253318297,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9657355003013,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9656456687729,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7857330685998,-20.9655558372445,"RECALIBRANDO",2026-08-15,NA,2026-08-14,0.094075393129951,1
-44.7857330685998,-20.9654660057161,"RECALIBRANDO",2026-08-08,NA,2026-08-07,0.11634553507803,1
-44.7856432370714,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.969598256023,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9695084244946,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9694185929662,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9690592668525,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9689694353241,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9688796037957,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9687897722673,"RECALIBRANDO",2026-07-25,NA,2026-07-24,0.133716883819669,1
-44.7856432370714,-20.9686999407389,"RECALIBRANDO",2026-07-30,NA,2026-07-29,0.135472388127871,1
-44.7856432370714,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9682507830968,"RECALIBRANDO",2026-08-08,NA,2026-08-07,0.075992305041538,1
-44.7856432370714,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9672626362843,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9671728047559,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9670829732275,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9669931416991,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9669033101707,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9668134786422,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9667236471138,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9666338155854,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.966543984057,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9664541525286,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9663643210002,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9662744894718,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9661846579434,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.966094826415,"RECALIBRANDO",2026-05-01,NA,2026-04-30,-0.0471290488260735,1
-44.7856432370714,-20.9660049948865,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9659151633581,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9658253318297,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7856432370714,-20.9657355003013,"RECALIBRANDO",2026-08-15,NA,2026-08-14,0.0876945621129777,1
-44.7856432370714,-20.9656456687729,"RECALIBRANDO",2026-08-15,NA,2026-08-14,0.101293849812176,1
-44.7856432370714,-20.9655558372445,"RECALIBRANDO",2026-08-13,NA,2026-08-12,0.109796207654223,1
-44.7856432370714,-20.9654660057161,"RECALIBRANDO",2026-07-30,NA,2026-07-29,0.112426526474318,1
-44.7855534055429,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.969598256023,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9695084244946,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9694185929662,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9690592668525,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9689694353241,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9688796037957,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9687897722673,"RECALIBRANDO",2026-07-25,NA,2026-07-24,0.137716067765802,1
-44.7855534055429,-20.9686999407389,"RECALIBRANDO",2026-08-03,NA,2026-08-02,0.119812096460218,1
-44.7855534055429,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9682507830968,"RECALIBRANDO",2026-09-04,NA,2026-09-03,0.0865724400863316,1
-44.7855534055429,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9672626362843,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9671728047559,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9670829732275,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9669931416991,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9669033101707,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9668134786422,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9667236471138,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9666338155854,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.966543984057,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9664541525286,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9663643210002,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9662744894718,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9661846579434,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.966094826415,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9660049948865,"RECALIBRANDO",2026-05-06,NA,2026-05-05,-0.0387309520115046,1
-44.7855534055429,-20.9659151633581,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9658253318297,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7855534055429,-20.9657355003013,"RECALIBRANDO",2026-08-18,NA,2026-08-17,0.087870419629643,1
-44.7855534055429,-20.9656456687729,"RECALIBRANDO",2026-08-15,NA,2026-08-14,0.101091353535268,1
-44.7855534055429,-20.9655558372445,"RECALIBRANDO",2026-08-03,NA,2026-08-02,0.106657986441153,1
-44.7854635740145,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.969598256023,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9695084244946,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9694185929662,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9690592668525,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9689694353241,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9688796037957,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9687897722673,"RECALIBRANDO",2026-07-30,NA,2026-07-29,0.124537767746603,1
-44.7854635740145,-20.9686999407389,"RECALIBRANDO",2026-08-03,NA,2026-08-02,0.1265990339203,1
-44.7854635740145,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9672626362843,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9671728047559,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9670829732275,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9669931416991,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9669033101707,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9668134786422,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9667236471138,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9666338155854,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.966543984057,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9664541525286,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9663643210002,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9662744894718,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9661846579434,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.966094826415,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9660049948865,"RECALIBRANDO",2026-05-27,NA,2026-05-26,-0.0209584314761614,1
-44.7854635740145,-20.9659151633581,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9658253318297,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7854635740145,-20.9657355003013,"RECALIBRANDO",2026-08-18,NA,2026-08-17,0.0920332903153388,1
-44.7854635740145,-20.9656456687729,"RECALIBRANDO",2026-08-08,NA,2026-08-07,0.102725841375687,1
-44.7853737424861,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.969598256023,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9695084244946,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9694185929662,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9690592668525,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9689694353241,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9688796037957,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9687897722673,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9686999407389,"RECALIBRANDO",2026-08-13,NA,2026-08-12,0.143281742902607,1
-44.7853737424861,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9672626362843,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9671728047559,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9670829732275,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9669931416991,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9669033101707,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9668134786422,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9667236471138,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9666338155854,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.966543984057,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9664541525286,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9663643210002,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9662744894718,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9661846579434,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.966094826415,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9660049948865,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9659151633581,"RECALIBRANDO",2026-05-27,NA,2026-05-26,-0.0333098099061208,1
-44.7853737424861,-20.9658253318297,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7853737424861,-20.9657355003013,"RECALIBRANDO",2026-08-18,NA,2026-08-17,0.0931412156550567,1
-44.7853737424861,-20.9656456687729,"RECALIBRANDO",2026-08-03,NA,2026-08-02,0.122208756382534,1
-44.7852839109577,-20.9697779190798,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9696880875514,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.969598256023,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9695084244946,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9694185929662,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9693287614378,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9692389299094,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.969149098381,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9690592668525,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9689694353241,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9688796037957,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9687897722673,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9686999407389,"RECALIBRANDO",2026-08-13,NA,2026-08-12,0.143281742902607,1
-44.7852839109577,-20.9686101092105,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9685202776821,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9684304461537,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9683406146253,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9682507830968,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9681609515684,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.96807112004,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9679812885116,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9678914569832,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9678016254548,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9677117939264,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.967621962398,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9675321308695,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9674422993411,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
-44.7852839109577,-20.9673524678127,"NORMAL",2019-01-02,2026-01-01,NA,NA,0
