"data_deteccao","longitude","latitude","data_quebra","magnitude","r2_historico","n_obs"
"2026-09-04",-44.7798041877246,-20.967621962398,"2026-01-09",-0.136712,0.2538,319
"2026-09-04",-44.7798041877246,-20.9675321308695,"2026-01-09",-0.161834,0.2804,321
"2026-09-04",-44.7798041877246,-20.9674422993411,"2026-01-09",-0.166439,0.2907,323
"2026-09-04",-44.7798041877246,-20.9673524678127,"2026-01-09",-0.14054,0.2898,326
"2026-09-04",-44.7798041877246,-20.9672626362843,"2026-01-09",-0.168022,0.2831,326
"2026-09-04",-44.7798041877246,-20.9671728047559,"2026-01-09",-0.134387,0.2769,330
"2026-09-04",-44.7797143561962,-20.9708558974208,"2026-05-09",-0.004864,0.5244,314
"2026-09-04",-44.7797143561962,-20.9682507830968,"2026-01-09",-0.025474,0.2974,317
"2026-09-04",-44.7797143561962,-20.9681609515684,"2026-01-09",-0.08032,0.2244,317
"2026-09-04",-44.7797143561962,-20.96807112004,"2026-01-09",-0.110229,0.2186,319
"2026-09-04",-44.7797143561962,-20.9679812885116,"2026-01-09",-0.128934,0.2056,320
"2026-09-04",-44.7797143561962,-20.9678914569832,"2026-01-09",-0.095092,0.2121,320
"2026-09-04",-44.7797143561962,-20.9678016254548,"2026-01-09",-0.089221,0.2268,319
"2026-09-04",-44.7797143561962,-20.9677117939264,"2026-01-09",-0.149274,0.2626,321
"2026-09-04",-44.7797143561962,-20.967621962398,"2026-01-09",-0.149274,0.2626,321
"2026-09-04",-44.7797143561962,-20.9675321308695,"2026-01-09",-0.172407,0.2898,321
"2026-09-04",-44.7797143561962,-20.9674422993411,"2026-01-09",-0.172507,0.2927,322
"2026-09-04",-44.7797143561962,-20.9673524678127,"2026-01-09",-0.185962,0.2862,324
"2026-09-04",-44.7797143561962,-20.9672626362843,"2026-01-09",-0.160835,0.2815,327
"2026-09-04",-44.7797143561962,-20.9671728047559,"2026-01-09",-0.151953,0.2832,327
"2026-09-04",-44.7797143561962,-20.9670829732275,"2026-01-09",-0.181605,0.2957,329
"2026-09-04",-44.7796245246678,-20.9682507830968,"2026-01-09",-0.03015,0.2766,318
"2026-09-04",-44.7796245246678,-20.9681609515684,"2026-01-09",-0.068358,0.2174,317
"2026-09-04",-44.7796245246678,-20.96807112004,"2026-01-09",-0.122277,0.2244,317
"2026-09-04",-44.7796245246678,-20.9679812885116,"2026-01-09",-0.142988,0.2139,317
"2026-09-04",-44.7796245246678,-20.9678914569832,"2026-01-09",-0.088588,0.221,317
"2026-09-04",-44.7796245246678,-20.9678016254548,"2026-01-09",-0.117673,0.2332,319
"2026-09-04",-44.7796245246678,-20.9677117939264,"2026-01-09",-0.133941,0.2717,319
"2026-09-04",-44.7796245246678,-20.967621962398,"2026-01-09",-0.133941,0.2717,319
"2026-09-04",-44.7796245246678,-20.9675321308695,"2026-01-09",-0.136367,0.2883,321
"2026-09-04",-44.7796245246678,-20.9674422993411,"2026-01-09",-0.145122,0.2857,325
"2026-09-04",-44.7796245246678,-20.9673524678127,"2026-01-09",-0.185608,0.2816,325
"2026-09-04",-44.7796245246678,-20.9672626362843,"2026-01-09",-0.156308,0.2876,327
"2026-09-04",-44.7796245246678,-20.9671728047559,"2026-01-09",-0.167475,0.2952,327
"2026-09-04",-44.7796245246678,-20.9670829732275,"2026-01-09",-0.175911,0.2962,328
"2026-09-04",-44.7795346931393,-20.9683406146253,"2026-01-09",-0.043463,0.3298,317
"2026-09-04",-44.7795346931393,-20.9682507830968,"2026-01-09",-0.071439,0.242,319
"2026-09-04",-44.7795346931393,-20.9681609515684,"2026-01-09",-0.080074,0.216,317
"2026-09-04",-44.7795346931393,-20.96807112004,"2026-01-09",-0.142911,0.2306,316
"2026-09-04",-44.7795346931393,-20.9679812885116,"2026-01-09",-0.125384,0.2236,316
"2026-09-04",-44.7795346931393,-20.9678914569832,"2026-01-09",-0.099884,0.2297,317
"2026-09-04",-44.7795346931393,-20.9678016254548,"2026-01-09",-0.176156,0.2526,317
"2026-09-04",-44.7795346931393,-20.9677117939264,"2026-01-09",-0.179033,0.279,318
"2026-09-04",-44.7795346931393,-20.967621962398,"2026-01-09",-0.179033,0.279,318
"2026-09-04",-44.7795346931393,-20.9675321308695,"2026-01-09",-0.145168,0.2953,320
"2026-09-04",-44.7795346931393,-20.9674422993411,"2026-01-09",-0.179938,0.2861,323
"2026-09-04",-44.7795346931393,-20.9673524678127,"2026-01-09",-0.18758,0.2867,325
"2026-09-04",-44.7795346931393,-20.9672626362843,"2026-01-09",-0.157306,0.3074,327
"2026-09-04",-44.7795346931393,-20.9671728047559,"2026-01-09",-0.17277,0.294,327
"2026-09-04",-44.7795346931393,-20.9670829732275,"2026-01-09",-0.151315,0.2929,325
"2026-09-04",-44.7794448616109,-20.9683406146253,"2026-01-09",-0.095815,0.3394,316
"2026-09-04",-44.7794448616109,-20.9682507830968,"2026-01-09",-0.113884,0.2332,317
"2026-09-04",-44.7794448616109,-20.9681609515684,"2026-01-09",-0.105339,0.2184,317
"2026-09-04",-44.7794448616109,-20.96807112004,"2026-01-09",-0.144779,0.2244,316
"2026-09-04",-44.7794448616109,-20.9679812885116,"2026-01-09",-0.112734,0.2214,317
"2026-09-04",-44.7794448616109,-20.9678914569832,"2026-01-09",-0.13327,0.2315,317
"2026-09-04",-44.7794448616109,-20.9678016254548,"2026-01-09",-0.205777,0.265,318
"2026-09-04",-44.7794448616109,-20.9677117939264,"2026-01-09",-0.205777,0.265,318
"2026-09-04",-44.7794448616109,-20.967621962398,"2026-01-09",-0.19848,0.3037,317
"2026-09-04",-44.7794448616109,-20.9675321308695,"2026-01-09",-0.166279,0.3067,320
"2026-09-04",-44.7794448616109,-20.9674422993411,"2026-01-09",-0.192496,0.2932,323
"2026-09-04",-44.7794448616109,-20.9673524678127,"2026-01-09",-0.164968,0.3048,323
"2026-09-04",-44.7794448616109,-20.9672626362843,"2026-01-09",-0.158195,0.3202,326
"2026-09-04",-44.7794448616109,-20.9671728047559,"2026-01-09",-0.172712,0.3034,327
"2026-09-04",-44.7794448616109,-20.9670829732275,"2026-01-09",-0.151643,0.2991,325
"2026-09-04",-44.7794448616109,-20.9669931416991,"2026-01-09",-0.144566,0.3091,326
"2026-09-04",-44.7794448616109,-20.9664541525286,"2026-07-03",0.068547,0.4766,327
"2026-09-04",-44.7793550300825,-20.9683406146253,"2026-01-09",-0.098607,0.2903,315
"2026-09-04",-44.7793550300825,-20.9682507830968,"2026-01-09",-0.09893,0.22,316
"2026-09-04",-44.7793550300825,-20.9681609515684,"2026-01-09",-0.111692,0.2149,317
"2026-09-04",-44.7793550300825,-20.96807112004,"2026-01-09",-0.135523,0.2125,317
"2026-09-04",-44.7793550300825,-20.9679812885116,"2026-01-09",-0.119392,0.2198,318
"2026-09-04",-44.7793550300825,-20.9678914569832,"2026-01-09",-0.156796,0.2446,317
"2026-09-04",-44.7793550300825,-20.9678016254548,"2026-01-09",-0.201878,0.2857,317
"2026-09-04",-44.7793550300825,-20.9677117939264,"2026-01-09",-0.201878,0.2857,317
"2026-09-04",-44.7793550300825,-20.967621962398,"2026-01-09",-0.188807,0.3077,318
"2026-09-04",-44.7793550300825,-20.9675321308695,"2026-01-09",-0.186169,0.3022,319
"2026-09-04",-44.7793550300825,-20.9674422993411,"2026-01-09",-0.203115,0.2849,321
"2026-09-04",-44.7793550300825,-20.9673524678127,"2026-01-09",-0.181395,0.2936,324
"2026-09-04",-44.7793550300825,-20.9672626362843,"2026-01-09",-0.16959,0.3073,325
"2026-09-04",-44.7793550300825,-20.9671728047559,"2026-01-09",-0.145435,0.3103,323
"2026-09-04",-44.7793550300825,-20.9670829732275,"2026-01-09",-0.139794,0.3104,324
"2026-09-04",-44.7793550300825,-20.9669931416991,"2026-01-09",-0.117125,0.3276,325
"2026-09-04",-44.7793550300825,-20.9669033101707,"2026-01-09",-0.048944,0.3564,328
"2026-09-04",-44.7792651985541,-20.9683406146253,"2026-01-09",-0.060871,0.2596,315
"2026-09-04",-44.7792651985541,-20.9682507830968,"2026-01-09",-0.055406,0.2053,316
"2026-09-04",-44.7792651985541,-20.9681609515684,"2026-01-09",-0.117143,0.2015,316
"2026-09-04",-44.7792651985541,-20.96807112004,"2026-01-09",-0.116639,0.2085,318
"2026-09-04",-44.7792651985541,-20.9679812885116,"2026-01-09",-0.111371,0.2272,318
"2026-09-04",-44.7792651985541,-20.9678914569832,"2026-01-09",-0.187161,0.2687,317
"2026-09-04",-44.7792651985541,-20.9678016254548,"2026-01-09",-0.21291,0.309,317
"2026-09-04",-44.7792651985541,-20.9677117939264,"2026-01-09",-0.21291,0.309,317
"2026-09-04",-44.7792651985541,-20.967621962398,"2026-01-09",-0.187319,0.3071,319
"2026-09-04",-44.7792651985541,-20.9675321308695,"2026-01-09",-0.202103,0.2982,319
"2026-09-04",-44.7792651985541,-20.9674422993411,"2026-01-09",-0.183339,0.2965,320
"2026-09-04",-44.7792651985541,-20.9673524678127,"2026-01-09",-0.181034,0.2919,323
"2026-09-04",-44.7792651985541,-20.9672626362843,"2026-01-09",-0.181746,0.2971,324
"2026-09-04",-44.7792651985541,-20.9671728047559,"2026-01-09",-0.149896,0.3039,323
"2026-09-04",-44.7792651985541,-20.9670829732275,"2026-01-09",-0.143568,0.3093,322
"2026-09-04",-44.7792651985541,-20.9669931416991,"2026-01-09",-0.065753,0.3337,323
"2026-09-04",-44.7792651985541,-20.9662744894718,"2026-07-03",0.046139,0.4216,329
"2026-09-04",-44.7792651985541,-20.9661846579434,"2026-01-14",0.034938,0.4243,328
"2026-09-04",-44.7791753670257,-20.9684304461537,"2026-01-09",0.005389,0.3551,316
"2026-09-04",-44.7791753670257,-20.9683406146253,"2026-01-09",-0.038486,0.2584,316
"2026-09-04",-44.7791753670257,-20.9682507830968,"2026-01-09",-0.085957,0.1923,315
"2026-09-04",-44.7791753670257,-20.9681609515684,"2026-01-09",-0.130604,0.1926,316
"2026-09-04",-44.7791753670257,-20.96807112004,"2026-01-09",-0.116196,0.2146,317
"2026-09-04",-44.7791753670257,-20.9679812885116,"2026-01-09",-0.136425,0.2375,318
"2026-09-04",-44.7791753670257,-20.9678914569832,"2026-01-09",-0.195366,0.2887,316
"2026-09-04",-44.7791753670257,-20.9678016254548,"2026-01-09",-0.207911,0.3123,317
"2026-09-04",-44.7791753670257,-20.9677117939264,"2026-01-09",-0.207911,0.3123,317
"2026-09-04",-44.7791753670257,-20.967621962398,"2026-01-09",-0.193869,0.3085,319
"2026-09-04",-44.7791753670257,-20.9675321308695,"2026-01-09",-0.197082,0.2953,319
"2026-09-04",-44.7791753670257,-20.9674422993411,"2026-01-09",-0.164123,0.3002,320
"2026-09-04",-44.7791753670257,-20.9673524678127,"2026-01-09",-0.201225,0.2921,322
"2026-09-04",-44.7791753670257,-20.9672626362843,"2026-01-09",-0.175531,0.3027,321
"2026-09-04",-44.7791753670257,-20.9671728047559,"2026-01-09",-0.154589,0.3094,322
"2026-09-04",-44.7791753670257,-20.9670829732275,"2026-01-09",-0.136084,0.3182,321
"2026-09-04",-44.7791753670257,-20.9669931416991,"2026-01-09",-0.043997,0.3485,323
"2026-09-04",-44.7791753670257,-20.9663643210002,"2026-07-14",0.064698,0.3762,330
"2026-09-04",-44.7791753670257,-20.9662744894718,"2026-01-09",0.05924,0.3747,330
"2026-09-04",-44.7791753670257,-20.9661846579434,"2026-01-09",0.052246,0.3623,331
"2026-09-04",-44.7791753670257,-20.966094826415,"2026-06-28",0.043741,0.3494,332
"2026-09-04",-44.7791753670257,-20.9660049948865,"2026-09-03",0.039868,0.3536,329
"2026-09-04",-44.7790855354973,-20.9684304461537,"2026-01-09",-0.008279,0.3446,316
"2026-09-04",-44.7790855354973,-20.9683406146253,"2026-01-09",-0.036822,0.2361,316
"2026-09-04",-44.7790855354973,-20.9682507830968,"2026-01-09",-0.090916,0.193,315
"2026-09-04",-44.7790855354973,-20.9681609515684,"2026-01-09",-0.150607,0.1966,316
"2026-09-04",-44.7790855354973,-20.96807112004,"2026-01-09",-0.138311,0.216,317
"2026-09-04",-44.7790855354973,-20.9679812885116,"2026-01-09",-0.159445,0.2542,318
"2026-09-04",-44.7790855354973,-20.9678914569832,"2026-01-09",-0.178622,0.2994,317
"2026-09-04",-44.7790855354973,-20.9678016254548,"2026-01-09",-0.178622,0.2994,317
"2026-09-04",-44.7790855354973,-20.9677117939264,"2026-01-09",-0.190969,0.314,317
"2026-09-04",-44.7790855354973,-20.967621962398,"2026-01-09",-0.212111,0.2989,316
"2026-09-04",-44.7790855354973,-20.9675321308695,"2026-01-09",-0.196286,0.2916,316
"2026-09-04",-44.7790855354973,-20.9674422993411,"2026-01-09",-0.187696,0.2993,317
"2026-09-04",-44.7790855354973,-20.9673524678127,"2026-01-09",-0.189026,0.2938,320
"2026-09-04",-44.7790855354973,-20.9672626362843,"2026-01-09",-0.139141,0.3065,319
"2026-09-04",-44.7790855354973,-20.9671728047559,"2026-01-09",-0.143593,0.3116,319
"2026-09-04",-44.7790855354973,-20.9670829732275,"2026-01-09",-0.104312,0.3346,321
"2026-09-04",-44.7790855354973,-20.966543984057,"2026-09-02",0.064983,0.3778,329
"2026-09-04",-44.7790855354973,-20.9664541525286,"2026-09-03",0.067206,0.3423,330
"2026-09-04",-44.7790855354973,-20.9663643210002,"2026-07-03",0.062186,0.3718,330
"2026-09-04",-44.7790855354973,-20.9662744894718,"2026-01-14",0.074699,0.3629,331
"2026-09-04",-44.7790855354973,-20.9661846579434,"2026-01-09",0.074416,0.3443,331
"2026-09-04",-44.7790855354973,-20.966094826415,"2026-06-28",0.066595,0.3277,332
"2026-09-04",-44.7789957039689,-20.9684304461537,"2026-01-09",-0.018678,0.329,317
"2026-09-04",-44.7789957039689,-20.9683406146253,"2026-01-09",-0.043465,0.2216,315
"2026-09-04",-44.7789957039689,-20.9682507830968,"2026-01-09",-0.094075,0.1905,315
"2026-09-04",-44.7789957039689,-20.9681609515684,"2026-01-09",-0.131174,0.203,316
"2026-09-04",-44.7789957039689,-20.96807112004,"2026-01-09",-0.13413,0.2205,317
"2026-09-04",-44.7789957039689,-20.9679812885116,"2026-01-09",-0.170249,0.2673,318
"2026-09-04",-44.7789957039689,-20.9678914569832,"2026-01-09",-0.176344,0.3031,316
"2026-09-04",-44.7789957039689,-20.9678016254548,"2026-01-09",-0.176344,0.3031,316
"2026-09-04",-44.7789957039689,-20.9677117939264,"2026-01-09",-0.189233,0.3082,316
"2026-09-04",-44.7789957039689,-20.967621962398,"2026-01-09",-0.209065,0.2951,317
"2026-09-04",-44.7789957039689,-20.9675321308695,"2026-01-09",-0.212914,0.2893,319
"2026-09-04",-44.7789957039689,-20.9674422993411,"2026-01-09",-0.180603,0.2973,321
"2026-09-04",-44.7789957039689,-20.9673524678127,"2026-01-09",-0.168312,0.3015,318
"2026-09-04",-44.7789957039689,-20.9672626362843,"2026-01-09",-0.147649,0.2967,320
"2026-09-04",-44.7789957039689,-20.9671728047559,"2026-01-09",-0.159969,0.3024,320
"2026-09-04",-44.7789957039689,-20.9670829732275,"2026-01-09",-0.077062,0.3359,321
"2026-09-04",-44.7789957039689,-20.9666338155854,"2026-07-14",0.052645,0.3808,328
"2026-09-04",-44.7789957039689,-20.966543984057,"2026-01-14",0.063843,0.3444,328
"2026-09-04",-44.7789957039689,-20.9664541525286,"2026-01-09",0.064196,0.3323,329
"2026-09-04",-44.7789957039689,-20.9663643210002,"2026-01-09",0.065756,0.3497,329
"2026-09-04",-44.7789957039689,-20.9662744894718,"2026-01-09",0.085299,0.35,331
"2026-09-04",-44.7789957039689,-20.9661846579434,"2026-01-09",0.082695,0.3265,331
"2026-09-04",-44.7789058724405,-20.9684304461537,"2026-01-09",-0.028341,0.302,316
"2026-09-04",-44.7789058724405,-20.9683406146253,"2026-01-09",-0.040529,0.2192,315
"2026-09-04",-44.7789058724405,-20.9682507830968,"2026-01-09",-0.109555,0.2011,313
"2026-09-04",-44.7789058724405,-20.9681609515684,"2026-01-09",-0.135466,0.2113,315
"2026-09-04",-44.7789058724405,-20.96807112004,"2026-01-09",-0.158411,0.2383,316
"2026-09-04",-44.7789058724405,-20.9679812885116,"2026-01-09",-0.195032,0.2875,318
"2026-09-04",-44.7789058724405,-20.9678914569832,"2026-01-09",-0.203492,0.3048,316
"2026-09-04",-44.7789058724405,-20.9678016254548,"2026-01-09",-0.203492,0.3048,316
"2026-09-04",-44.7789058724405,-20.9677117939264,"2026-01-09",-0.205619,0.3056,317
"2026-09-04",-44.7789058724405,-20.967621962398,"2026-01-09",-0.195997,0.2984,320
"2026-09-04",-44.7789058724405,-20.9675321308695,"2026-01-09",-0.190379,0.2917,320
"2026-09-04",-44.7789058724405,-20.9674422993411,"2026-01-09",-0.16563,0.2908,322
"2026-09-04",-44.7789058724405,-20.9673524678127,"2026-01-09",-0.146596,0.3023,320
"2026-09-04",-44.7789058724405,-20.9672626362843,"2026-01-09",-0.143699,0.2992,320
"2026-09-04",-44.7789058724405,-20.9671728047559,"2026-01-09",-0.121306,0.3094,320
"2026-09-04",-44.7789058724405,-20.9670829732275,"2026-01-09",-0.043625,0.3818,321
"2026-09-04",-44.7789058724405,-20.9667236471138,"2026-07-14",0.053716,0.3938,325
"2026-09-04",-44.7789058724405,-20.9666338155854,"2026-01-14",0.069841,0.3344,328
"2026-09-04",-44.7789058724405,-20.966543984057,"2026-01-09",0.072506,0.3056,327
"2026-09-04",-44.7789058724405,-20.9664541525286,"2026-01-14",0.077828,0.3186,330
"2026-09-04",-44.7788160409121,-20.9684304461537,"2026-01-09",-0.049663,0.2957,316
"2026-09-04",-44.7788160409121,-20.9683406146253,"2026-01-09",-0.082804,0.2091,316
"2026-09-04",-44.7788160409121,-20.9682507830968,"2026-01-09",-0.127437,0.2094,314
"2026-09-04",-44.7788160409121,-20.9681609515684,"2026-01-09",-0.124849,0.2277,314
"2026-09-04",-44.7788160409121,-20.96807112004,"2026-01-09",-0.164974,0.2555,316
"2026-09-04",-44.7788160409121,-20.9679812885116,"2026-01-09",-0.181362,0.301,317
"2026-09-04",-44.7788160409121,-20.9678914569832,"2026-01-09",-0.212724,0.313,317
"2026-09-04",-44.7788160409121,-20.9678016254548,"2026-01-09",-0.212724,0.313,317
"2026-09-04",-44.7788160409121,-20.9677117939264,"2026-01-09",-0.191081,0.3137,317
"2026-09-04",-44.7788160409121,-20.967621962398,"2026-01-09",-0.190271,0.3052,318
"2026-09-04",-44.7788160409121,-20.9675321308695,"2026-01-09",-0.194875,0.295,320
"2026-09-04",-44.7788160409121,-20.9674422993411,"2026-01-09",-0.17952,0.2982,321
"2026-09-04",-44.7788160409121,-20.9673524678127,"2026-01-09",-0.161583,0.295,321
"2026-09-04",-44.7788160409121,-20.9672626362843,"2026-01-09",-0.149291,0.2958,320
"2026-09-04",-44.7788160409121,-20.9671728047559,"2026-01-09",-0.112606,0.3241,318
"2026-09-04",-44.7788160409121,-20.9668134786422,"2026-07-19",0.049343,0.4299,322
"2026-09-04",-44.7788160409121,-20.9667236471138,"2026-01-14",0.077952,0.379,325
"2026-09-04",-44.7788160409121,-20.9666338155854,"2026-01-14",0.085295,0.307,326
"2026-09-04",-44.7787262093836,-20.9684304461537,"2026-01-09",-0.083444,0.2895,317
"2026-09-04",-44.7787262093836,-20.9683406146253,"2026-01-09",-0.112732,0.2006,317
"2026-09-04",-44.7787262093836,-20.9682507830968,"2026-01-09",-0.129418,0.2094,314
"2026-09-04",-44.7787262093836,-20.9681609515684,"2026-01-09",-0.12752,0.2265,313
"2026-09-04",-44.7787262093836,-20.96807112004,"2026-01-09",-0.168952,0.2736,314
"2026-09-04",-44.7787262093836,-20.9679812885116,"2026-01-09",-0.195592,0.307,315
"2026-09-04",-44.7787262093836,-20.9678914569832,"2026-01-09",-0.198628,0.3114,316
"2026-09-04",-44.7787262093836,-20.9678016254548,"2026-01-09",-0.198628,0.3114,316
"2026-09-04",-44.7787262093836,-20.9677117939264,"2026-01-09",-0.161789,0.3128,318
"2026-09-04",-44.7787262093836,-20.967621962398,"2026-01-09",-0.150906,0.3059,319
"2026-09-04",-44.7787262093836,-20.9675321308695,"2026-01-09",-0.201141,0.2913,319
"2026-09-04",-44.7787262093836,-20.9674422993411,"2026-01-09",-0.164945,0.3001,319
"2026-09-04",-44.7787262093836,-20.9673524678127,"2026-01-09",-0.15547,0.2875,320
"2026-09-04",-44.7787262093836,-20.9672626362843,"2026-01-09",-0.129075,0.2974,320
"2026-09-04",-44.7787262093836,-20.9671728047559,"2026-01-09",-0.08445,0.3449,318
"2026-09-04",-44.7787262093836,-20.9668134786422,"2026-07-14",0.056428,0.4277,321
"2026-09-04",-44.7787262093836,-20.9667236471138,"2026-07-14",0.070712,0.367,325
"2026-09-04",-44.7787262093836,-20.9666338155854,"2026-07-08",0.090281,0.3213,326
"2026-09-04",-44.7786363778552,-20.9685202776821,"2026-01-09",-0.050957,0.3652,318
"2026-09-04",-44.7786363778552,-20.9684304461537,"2026-01-09",-0.109761,0.2737,316
"2026-09-04",-44.7786363778552,-20.9683406146253,"2026-01-09",-0.126802,0.2063,316
"2026-09-04",-44.7786363778552,-20.9682507830968,"2026-01-09",-0.128181,0.2224,315
"2026-09-04",-44.7786363778552,-20.9681609515684,"2026-01-09",-0.184995,0.2352,314
"2026-09-04",-44.7786363778552,-20.96807112004,"2026-01-09",-0.194023,0.2813,314
"2026-09-04",-44.7786363778552,-20.9679812885116,"2026-01-09",-0.212516,0.3104,315
"2026-09-04",-44.7786363778552,-20.9678914569832,"2026-01-09",-0.212516,0.3104,315
"2026-09-04",-44.7786363778552,-20.9678016254548,"2026-01-09",-0.212108,0.3177,317
"2026-09-04",-44.7786363778552,-20.9677117939264,"2026-01-09",-0.193035,0.3157,314
"2026-09-04",-44.7786363778552,-20.967621962398,"2026-01-09",-0.180615,0.2934,318
"2026-09-04",-44.7786363778552,-20.9675321308695,"2026-01-09",-0.196604,0.2891,316
"2026-09-04",-44.7786363778552,-20.9674422993411,"2026-01-09",-0.158008,0.2921,319
"2026-09-04",-44.7786363778552,-20.9673524678127,"2026-01-09",-0.152576,0.2928,317
"2026-09-04",-44.7786363778552,-20.9672626362843,"2026-01-09",-0.113694,0.3033,320
"2026-09-04",-44.7786363778552,-20.9671728047559,"2026-01-09",-0.046833,0.3816,319
"2026-09-04",-44.7785465463268,-20.9685202776821,"2026-01-09",-0.042191,0.403,319
"2026-09-04",-44.7785465463268,-20.9684304461537,"2026-01-09",-0.133469,0.2636,318
"2026-09-04",-44.7785465463268,-20.9683406146253,"2026-01-09",-0.129557,0.2223,317
"2026-09-04",-44.7785465463268,-20.9682507830968,"2026-01-09",-0.144388,0.2323,316
"2026-09-04",-44.7785465463268,-20.9681609515684,"2026-01-09",-0.201622,0.2614,315
"2026-09-04",-44.7785465463268,-20.96807112004,"2026-01-09",-0.196211,0.292,315
"2026-09-04",-44.7785465463268,-20.9679812885116,"2026-01-09",-0.213526,0.314,318
"2026-09-04",-44.7785465463268,-20.9678914569832,"2026-01-09",-0.213526,0.314,318
"2026-09-04",-44.7785465463268,-20.9678016254548,"2026-01-09",-0.215258,0.3131,317
"2026-09-04",-44.7785465463268,-20.9677117939264,"2026-01-09",-0.187522,0.3051,317
"2026-09-04",-44.7785465463268,-20.967621962398,"2026-01-09",-0.191062,0.2907,317
"2026-09-04",-44.7785465463268,-20.9675321308695,"2026-01-09",-0.184457,0.305,316
"2026-09-04",-44.7785465463268,-20.9674422993411,"2026-01-09",-0.153316,0.3085,316
"2026-09-04",-44.7785465463268,-20.9673524678127,"2026-01-09",-0.152572,0.2997,319
"2026-09-04",-44.7785465463268,-20.9672626362843,"2026-01-09",-0.101746,0.322,320
"2026-09-04",-44.7784567147984,-20.9685202776821,"2026-01-09",-0.042191,0.403,319
"2026-09-04",-44.7784567147984,-20.9684304461537,"2026-01-09",-0.133469,0.2636,318
"2026-09-04",-44.7784567147984,-20.9683406146253,"2026-01-09",-0.129557,0.2223,317
"2026-09-04",-44.7784567147984,-20.9682507830968,"2026-01-09",-0.144388,0.2323,316
"2026-09-04",-44.7784567147984,-20.9681609515684,"2026-01-09",-0.201622,0.2614,315
"2026-09-04",-44.7784567147984,-20.96807112004,"2026-01-09",-0.196211,0.292,315
"2026-09-04",-44.7784567147984,-20.9679812885116,"2026-01-09",-0.213526,0.314,318
"2026-09-04",-44.7784567147984,-20.9678914569832,"2026-01-09",-0.213526,0.314,318
"2026-09-04",-44.7784567147984,-20.9678016254548,"2026-01-09",-0.215258,0.3131,317
"2026-09-04",-44.7784567147984,-20.9677117939264,"2026-01-09",-0.187522,0.3051,317
"2026-09-04",-44.7784567147984,-20.967621962398,"2026-01-09",-0.191062,0.2907,317
"2026-09-04",-44.7784567147984,-20.9675321308695,"2026-01-09",-0.184457,0.305,316
"2026-09-04",-44.7784567147984,-20.9674422993411,"2026-01-09",-0.153316,0.3085,316
"2026-09-04",-44.7784567147984,-20.9673524678127,"2026-01-09",-0.152572,0.2997,319
"2026-09-04",-44.7784567147984,-20.9672626362843,"2026-01-09",-0.101746,0.322,320
"2026-09-04",-44.77836688327,-20.9685202776821,"2026-01-09",-0.053367,0.359,318
"2026-09-04",-44.77836688327,-20.9684304461537,"2026-01-09",-0.118984,0.2284,320
"2026-09-04",-44.77836688327,-20.9683406146253,"2026-01-09",-0.140803,0.2146,318
"2026-09-04",-44.77836688327,-20.9682507830968,"2026-01-09",-0.17827,0.2353,318
"2026-09-04",-44.77836688327,-20.9681609515684,"2026-01-09",-0.223333,0.2815,318
"2026-09-04",-44.77836688327,-20.96807112004,"2026-01-09",-0.212868,0.3079,317
"2026-09-04",-44.77836688327,-20.9679812885116,"2026-01-09",-0.220672,0.3207,317
"2026-09-04",-44.77836688327,-20.9678914569832,"2026-01-09",-0.220672,0.3207,317
"2026-09-04",-44.77836688327,-20.9678016254548,"2026-01-09",-0.210592,0.3143,319
"2026-09-04",-44.77836688327,-20.9677117939264,"2026-01-09",-0.188587,0.3048,316
"2026-09-04",-44.77836688327,-20.967621962398,"2026-01-09",-0.193477,0.3008,315
"2026-09-04",-44.77836688327,-20.9675321308695,"2026-01-09",-0.141058,0.318,317
"2026-09-04",-44.77836688327,-20.9674422993411,"2026-01-09",-0.133549,0.3224,317
"2026-09-04",-44.77836688327,-20.9673524678127,"2026-01-09",-0.130189,0.3202,321
"2026-09-04",-44.77836688327,-20.9672626362843,"2026-01-09",-0.082667,0.3754,320
"2026-09-04",-44.7782770517416,-20.9685202776821,"2026-01-09",-0.063944,0.3643,316
"2026-09-04",-44.7782770517416,-20.9684304461537,"2026-01-09",-0.119955,0.214,318
"2026-09-04",-44.7782770517416,-20.9683406146253,"2026-01-09",-0.134199,0.2125,319
"2026-09-04",-44.7782770517416,-20.9682507830968,"2026-01-09",-0.209626,0.2465,320
"2026-09-04",-44.7782770517416,-20.9681609515684,"2026-01-09",-0.228326,0.2992,319
"2026-09-04",-44.7782770517416,-20.96807112004,"2026-01-09",-0.204801,0.3102,320
"2026-09-04",-44.7782770517416,-20.9679812885116,"2026-01-09",-0.204801,0.3102,320
"2026-09-04",-44.7782770517416,-20.9678914569832,"2026-01-09",-0.214909,0.3177,320
"2026-09-04",-44.7782770517416,-20.9678016254548,"2026-01-09",-0.222284,0.3133,319
"2026-09-04",-44.7782770517416,-20.9677117939264,"2026-01-09",-0.22845,0.3063,315
"2026-09-04",-44.7782770517416,-20.967621962398,"2026-01-09",-0.189742,0.3093,315
"2026-09-04",-44.7782770517416,-20.9675321308695,"2026-01-09",-0.125479,0.3206,316
"2026-09-04",-44.7782770517416,-20.9674422993411,"2026-01-09",-0.139183,0.3182,318
"2026-09-04",-44.7782770517416,-20.9673524678127,"2026-01-09",-0.114403,0.3306,320
